GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,4.57353,4.6 [1.7-9.7],1.67896,9.72214
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2008,2008,2008,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,2.56201,2.6 [2.1-3.0],2.13776,3.01671
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,3.99848,4.0 [2.6-5.9],2.55904,5.87232
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,4.80758,4.8 [1.7-10.3],1.70418,10.28333
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,1.2,1.2 [0.6-2.1],0.6,2.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1996,1996,1996,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,22.6,22.6,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2001,2001,2001,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,5.03389,5.0 [3.6-6.8],3.55316,6.79158
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1998,1998,1998,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,0.26901,0.3 [0.1-0.5],0.14188,0.45824
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,1.1,1.1 [0.7-1.6],0.7,1.6
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,4.3,4.3 [2.3-7.9],2.3,7.9
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2014,2014,2014,AFR,Africa,RWA,Rwanda,,,,0.103,0.1 [0.1-0.1],0.0937,0.1131
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2016,2016,2016,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,641.43,641 [526-768],526.0,768.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,25.1,25.1 [23.3-26.9],23.3,26.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,11.9,11.9 [10.6-13.3],10.6,13.3
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,0.5,0.5 [0.2-1.3],0.2,1.3
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,1.8,1.8 [1.0-3.2],1.0,3.2
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,15.64449,15.6 [9.0-23.5],9.01956,23.48556
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,2.0,2.0 [1.1-3.6],1.1,3.6
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.7,10.7 [8.0-14.2],8.0,14.2
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2013,2013,2013,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_SEVERE,Severe,10.7,10.7 [5.64-17.4],5.64,17.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,1.00137,1.0 [0.2-2.9],0.19136,2.91872
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2009,2009,2009,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_MODERATE,Moderate,17.4,17.4 [12.5-23.6],12.5,23.6
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2009,2009,2009,AFR,Africa,RWA,Rwanda,WEALTHDECILE,WEALTHDECILE_TOTL,Total,5.1,5.1,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,0.13012,0.1 [0.0-0.5],0.01334,0.48201
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,13.50813,13.5 [12.6-14.4],12.61723,14.37831
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2016,2016,2016,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_TOTAL,Total,17.6,17.6 [13.8-22.3],13.8,22.3
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),4.2,4.2 [2.9-6.0],2.9,6.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,9.8,9.8 [7.0-13.6],7.0,13.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,9.8,9.8 [7.7-12.4],7.7,12.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,6.25354,6.3 [4.1-9.0],4.14142,9.02273
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,10.9,10.9,,
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2013,2013,2013,AFR,Africa,RWA,Rwanda,,,,39.6,39.6 [38.5-40.7],38.5,40.7
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2003,2003,2003,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_TOTAL,Total,49.8,49.8 [35-65.7],35.0,65.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2019,2019,2019,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,17.2,17.2 [12.3-23.9],12.3,23.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,25.1,25.1 [16.9-35.4],16.9,35.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.93551,0.9 [0.6-1.5],0.57314,1.45615
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,6.5,6.5 [4.5-9.4],4.5,9.4
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_MODERATE,Moderate,156.0,156 [105-218],105.0,218.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.5,8.5 [5.6-12.7],5.6,12.7
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,1.5,1.5 [0.5-4.6],0.5,4.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,9.70033,9.7 [7.6-12.4],7.58379,12.40057
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2013,2013,2013,AFR,Africa,RWA,Rwanda,SEVERITY,SEVERITY_MILD,Mild,22.9,22.9 [19.6-25.7],19.6,25.7
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.47448,0.5 [0.0-1.7],0.04533,1.74057
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,24.2,24.2 [20.7-28.1],20.7,28.1
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2015,2015,2015,AFR,Africa,RWA,Rwanda,,,,7.9,7.9 [7.1-8.9],7.1,8.9
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,WEALTHDECILE,WEALTHDECILE_TOTL,Total,8.7,8.7 [7.8-9.6],7.8,9.6
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,0.0,0.0 [0.0-0.1],0.0,0.1
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,4.4,4.4 [3.4-5.7],3.4,5.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2014,2014,2014,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,17.9,17.9 [14.2-22.1],14.2,22.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,0.42032,0.4 [0.1-1.2],0.10189,1.17676
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,0.65737,0.7 [0.4-1.0],0.42146,0.97496
